official_id;student;team;dataset_source_index;usmle_source_index;question;option_A;option_B;option_C;option_D;option_E;option_F;option_G;option_H;option_I;correct_answer_dataset;correct_answer_usmle;difficulty;specialty;reference_used;explanation;curator_notes
146;Gilson Inácio da Silva;Equipe 2 - Medicina;146;145;"A 68-year-old woman comes to the office because she is concerned about
developing Alzheimer disease. She says
she has had increasing difficulty recalling names of people and objects
during the past 6 months. She has not had
difficulty with her activities of daily living, finances, or shopping. She
teaches part-time at a local community
college. She has no history of serious illness and takes no medications. She
does not smoke cigarettes. She drinks
one 5-oz glass of wine daily. Her mother developed dementia, Alzheimer
type, in her mid 70s. Physical and
neurologic examinations of the patient show no abnormalities. On
cognitive testing, she has delayed recall of three
of five words. She is able to perform serial sevens, knows similarities, is
fully oriented, and has intact executive,
visuospatial, and attention abilities. Which of the following is the most
appropriate next step in management?";Amyloid plaque imaging;Determination of ApoE allele status;Measurement of beta-amyloid in the cerebrospinal fluid;MRI of the brain with volumetric analysis;No additional diagnostic studies are indicated;;;;;E;E;Medium;Geriatrics / Neurology;Guidance on mild cognitive impairment;"No additional diagnostic studies are indicated
This presentation is typical amnestic mild cognitive impairment (MCI): objective
memory deficit with preserved IADLs and normal neurologic exam. In such
cases, consensus guidance emphasizes clinical monitoring and risk-factor
management rather than advanced biomarker testing, because routine use of
amyloid PET, CSF biomarkers, APOE genotyping, or MRI volumetrics does not
change management or improve outcomes in typical MCI without atypical
features or rapid progression.[1][2][3][4][5][6] The American Academy of
Neurology (AAN) advises serial follow-up to track progression and address
modifiable contributors (e.g., vascular risk, depression, medications), with
counseling on exercise and cognitive/social engagement; no disease-modifying
pharmacotherapy has proven benefit at this stage.[1][2]
Why not the other options:
Amyloid PET: Appropriate only when results are expected to alter
management after expert evaluation in atypical/unclear cases; not for
routine MCI with typical features, and outcome benefit is unproven.[4][5]
APOE genotyping: Not recommended for routine evaluation; does not alter
management.[4]
CSF beta-amyloid: May be considered when diagnosis is unclear or atypical;
not routinely indicated in straightforward MCI.[4]
MRI with volumetrics: Imaging in MCI is adjunctive to exclude structural
mimics when clinically suspected; routine volumetrics are not required in a
typical case.[3]
Plan: longitudinal cognitive follow-up; optimize vascular risk factors, sleep,
mood; encourage aerobic exercise and cognitive/social engagement.[1][2]
• 
• 
• 
•";"Older woman with isolated memory impairment, preserved daily functioning, and otherwise intact cognition; the presentation is most consistent with amnestic mild cognitive impairment, and routine advanced diagnostic studies are not indicated at this stage."
147;Gilson Inácio da Silva;Equipe 2 - Medicina;147;146;"A 55-year-old man with major depressive disorder is brought to the
emergency department 1 1/2 hours after he was
found by his brother in his home acting strangely. On arrival, he is babbling
incoherently and cannot answer
questions. There are two empty pill bottles in his pockets; one is for
paroxetine and the other is for duloxetine. He is
restless, diaphoretic, and says he has a severe headache. Temperature is
38.5°C (101.3°F), pulse is 130/min, and
blood pressure is 145/105 mm Hg. The pupils are 8 mm and reactive to
light. Deep tendon reflexes are 4+ and
symmetric in all extremities. There is spontaneous myoclonus in the upper
extremities. Results of laboratory studies,
including a complete blood count, serum electrolyte concentrations,
creatine phosphokinase activity, and thyroid
function tests, are within the reference ranges. After admitting the patient
to the hospital for observation and
supportive care, what are you going to give or change in terms of
pharmacotherapy?";Add carbamazepine to the medication regimen;Add dantrolene to the medication regimen;Add haloperidol to the medication regimen;Discontinue paroxetine and duloxetine;Switch from duloxetine to olanzapine;;;;;D;D;Medium;Psychiatry / Toxicology;Guidance on serotonin syndrome;"The presentation (abrupt onset after overdose of two serotonergic agents,
agitation, hyperthermia 38.5°C, tachycardia, hypertension, dilated pupils,
hyperreflexia 4+, and spontaneous myoclonus) meets Hunter/Sternbach features
of serotonin syndrome rather than NMS or anticholinergic toxicity.[1][2][3][4][5]
[6] First-line management is immediate cessation of serotonergic drugs and
supportive care; antidopamine agents or dantrolene are not indicated for
serotonin toxicity.[4][5][7][8][9] Cyproheptadine can be used for moderate–
severe cases but is not the pharmacotherapy “to add” in this stem after initial
stabilization.[4][5][8]
Therefore, the best choice is to stop the offending agents: Discontinue
paroxetine and duloxetine.[4][5][7][8][9]
Why not the other options:
Dantrolene treats NMS, not serotonin syndrome; its use in SS lacks
evidence.[2][9]
Haloperidol and olanzapine may worsen hyperthermia/rigidity or confound
NMS vs SS; they do not treat SS pathophysiology.[2][9]
Carbamazepine offers no benefit for SS and adds drug–drug risks.
The following comparative table underscores the distinguishing neuromuscular
findings (hyperreflexia/clonus in SS vs rigidity and reduced reflexes in NMS),
supporting discontinuation of serotonergic agents as the correct action in this
scenario.[2]
This table contrasts serotonin syndrome with NMS across key clinical features,
highlighting hyperreflexia and clonus as signals of serotonin toxicity that direct
management toward stopping serotonergic agents and supportive care rather
than dantrolene or antipsychotics.
• 
• 
• 
Table 1. Disorders That Simulate Neuroleptic Malignant Syndrome (NMS).*
Used under license from The New England Journal of Medicine.";"Patient with overdose of serotonergic agents, hyperthermia, diaphoresis, hyperreflexia, and spontaneous myoclonus; the presentation is classic for serotonin syndrome, and the appropriate pharmacologic step is to discontinue the offending serotonergic medications."
148;Gilson Inácio da Silva;Equipe 2 - Medicina;148;147;"A 32-year-old man comes to the office for a follow-up examination 2
months after he was diagnosed with
hypertension. He arrives late for the appointment, stating that he had to
make sure no one followed him here because
some ""drug dealers"" are after him. He insists that he be seen in an
examination room with no windows. He says he is
""fine"" but is reluctant to answer questions because ""doctors hold
everything against me."" He doubts his diagnosis
and says, ""Doctors and drug companies are in cahoots trying to get my
money."" He refuses to speak with the office
manager about his bill because he thinks ""she looks at me funny and makes
nasty remarks about me behind my
back."" He says he has no history of psychiatric illness; his medical record
indicates that he has made similar
statements during the past 7 years concerning doctors and office staff but
he always refused to elaborate on his
statements. His medications are metoprolol and hydrochlorothiazide. He
does not drink alcohol or use illicit drugs.
Vital signs are within normal limits. Physical and neurologic examinations
show no abnormalities. Results of
screening laboratory studies are within the reference ranges. Which of the
following is the most appropriate next
step in management?";Begin clonazepam therapy;Begin risperidone therapy;Begin sertraline therapy;Determine whether the patient has friends or family who can monitor;Determine whether the patient has had thoughts of harming others;;;;;E;E;Medium;Psychiatry;APA guideline — initial psychiatric evaluation and violence risk;"Determine whether the patient has had thoughts of harming others.
Safety assessment is the first priority in a patient with chronic paranoid ideation.
The American Psychiatric Association recommends that the initial psychiatric
evaluation explicitly assess current and prior homicidal or aggressive thoughts,
past violent behaviors, access to weapons, targets, and related risk factors, with
documentation of risk estimation.[1] Paranoid delusions can be associated with
violence risk; rapid determination of dangerousness informs need for urgent
referral, possible involuntary hold, or hospitalization as outlined in pediatric-to-
young-adult care pathways when safety is a concern.[2] Only after establishing
safety should treatment (e.g., antipsychotic initiation for suspected delusional
disorder) be pursued; while second-generation antipsychotics such as
risperidone can be effective in persistent delusional disorder, therapy selection
and setting hinge on the risk assessment.[3][4]
Practical next steps after asking about homicidal ideation include:
If any positive or concerning responses: assess specifics (intent, plan,
means, targets), access to firearms, impulsivity, substance use, and arrange
ED/psychiatric evaluation urgently as needed.[1][2]
If risk is low and no dangerousness: proceed with outpatient management,
including discussing antipsychotic options and adherence strategies, and
consider collateral information and monitoring supports.
• 
• 
Initiating clonazepam or sertraline does not address psychosis and is not
appropriate before safety is established; starting risperidone may be reasonable
subsequently but should follow a structured risk assessment.[1][2][3]";"Patient with chronic persecutory/paranoid ideation and impaired trust in healthcare staff; the most appropriate next step is to assess for thoughts of harming others because safety and violence risk must be clarified before treatment decisions."
149;Gilson Inácio da Silva;Equipe 2 - Medicina;149;148;"An 87-year-old woman, gravida 2, para 2, is brought to the emergency
department from a skilled nursing care
facility because of profuse vaginal bleeding for 2 days. At the age of 41
years, she underwent a cold knife cone
biopsy for cervical dysplasia. Annual follow-up Pap smears until the age of
65 years showed no abnormalities. She
is in moderate distress. Temperature is 36.1°C (97.0°F), pulse is 84/min,
respirations are 30/min, and blood pressure
is 140/90 mm Hg. Abdominal examination shows mild distention and
tenderness; no masses are palpated. Pelvic
examination shows a large verrucous lesion on the perineum partially
covering the anal verge. Speculum
examination shows atrophic changes on the vagina and cervix. Which of
the following is the most likely explanation
for these findings?";Cervical carcinoma;External hemorrhoids;Rectal carcinoma;Rectal polyps;Vulvar carcinoma;;;;;E;E;Medium;Gynecologic Oncology;Guidance on vulvar carcinoma;"Vulvar carcinoma
A large verrucous perineal lesion in an elderly woman, partially covering the anal
verge, with associated bleeding is most consistent with vulvar squamous cell
carcinoma, often with verrucous morphology in this age group. Verrucous
carcinoma of the vulva presents as an exophytic, warty mass in older women and
may bleed or ulcerate.[1][2][3][4] The anatomic location (perineum/vulva
abutting the anal verge) and morphology argue against rectal carcinoma or
polyps, which typically present intraluminally; external hemorrhoids are not
verrucous and usually cause perianal pain/itching with defecation rather than
profuse vaginal bleeding.[5] Cervical carcinoma is less likely given decades of
normal screening through age 65, atrophic cervix on exam, and the lesion’s
location and appearance.[6] While colorectal and anal primaries can rarely mimic
gynecologic disease, the described exophytic verrucous vulvar/perineal mass in
this clinical context favors a primary vulvar malignancy.[7] Biopsy is required for
confirmation and staging.[2]";"Older woman with profuse bleeding and a large verrucous perineal/vulvar lesion partially covering the anal verge; the presentation is most consistent with vulvar carcinoma rather than cervical, rectal, or hemorrhoidal disease."
150;Gilson Inácio da Silva;Equipe 2 - Medicina;150;149;"A 47-year-old woman comes to the office for a routine health maintenance
examination. She feels well and has no
history of serious illness. Examination shows a 2-cm, soft, nontender
nodule in the right lobe of the thyroid gland.
There is no lymphadenopathy. Her serum thyroid-stimulating hormone
concentration is within the reference range.
Which of the following is the most appropriate initial step in management?";CT scan of the neck;Fine-needle aspiration biopsy;Reexamination in 3 months;Surgical excision;Ultrasonography of the thyroid gland;;;;;E;E;Medium;Endocrinology;ATA guideline — thyroid nodule evaluation;"The most appropriate initial step is to obtain a diagnostic neck ultrasound. In an
asymptomatic, euthyroid patient with a newly palpated 2-cm thyroid nodule,
ultrasound is the first test to characterize composition, echogenicity, margins,
calcifications, shape, and cervical nodes; these sonographic features, together
with size, determine whether fine-needle aspiration (FNA) is indicated.[1][2][3][4]
[5] CT and surgery are not first-line without compressive or invasive features;
short-interval clinical reexamination without imaging is not recommended.[1][6]
[7]
Therefore, the correct choice is: Ultrasonography of the thyroid gland.
How ultrasound guides next steps:
If high/intermediate suspicion features are present, US-guided FNA is
recommended at ?1 cm; for low suspicion, ?1.5 cm; for very low suspicion,
consider FNA at ?2 cm or observation. Given a 2-cm nodule, FNA would be
indicated if the ultrasound is ?low suspicion.[4][5]
The table below, endorsed by contemporary guidelines, summarizes how
standardized ultrasound risk systems direct FNA decisions, which is precisely
why ultrasound is the first step.
• 
Table 1. Standardized Sonographic Scoring Systems Proposed or Endorsed by Practice Guidelines for
Risk-Based Fine-Needle Aspiration Biopsy Guidance for Thyroid Nodules
Used under license from JAMA Network.
Why other options are not first:
Fine-needle aspiration: performed selectively based on ultrasound
features/size, not before ultrasound.[1][4][5]
CT neck: not recommended for routine initial evaluation; reserved for
suspected invasive disease, substernal extension, or nodal disease not well-
visualized on ultrasound.[6][7]
Surgical excision: not indicated without cytologic/clinical suspicion.[1][4]
[5]
• 
• 
• 
Reexamination in 3 months: delays essential risk stratification; ultrasound
should be performed now.[1][5]";"Euthyroid adult with a newly detected 2-cm thyroid nodule; the most appropriate initial step is thyroid ultrasound to characterize sonographic features and determine whether fine-needle aspiration is indicated."
151;Gilson Inácio da Silva;Equipe 2 - Medicina;151;150;"A 1-hour-old male newborn is examined in the hospital nursery. He was
born at term to a 22-year-old woman,
gravida 1, para 1, with HIV infection. The mother took antiretroviral therapy
throughout her pregnancy, and her HIV
viral load was consistently <1000 copies/mL. She received intravenous
zidovudine (AZT) during labor. The
patient’s Apgar scores were 8 and 9 at 1 and 5 minutes, respectively. He is at
the 50th percentile for length, weight,
and head circumference. He appears well. Examination shows no
abnormalities. In addition to administration of the
hepatitis B vaccine, which of the following is the most appropriate
pharmacotherapy for this newborn?";Lopinavir-ritonavir and trimethoprim-sulfamethoxazole;Lopinavir-ritonavir only;Penicillin;Trimethoprim-sulfamethoxazole only;Zidovudine (AZT);;;;;E;E;Medium;Pediatrics / Infectious Diseases;AAP / HHS guidance — prevention of perinatal HIV transmission;"Zidovudine (AZT)
This term newborn is low risk for perinatal HIV transmission given maternal ART
with sustained low viral load and intrapartum IV zidovudine. U.S. guidance
(American Academy of Pediatrics and HHS Perinatal Panel) recommends
neonatal zidovudine monotherapy started as soon as possible after birth
(preferably within 6 hours). Duration can be shortened in low-risk infants;
current HHS guidance favors 2 weeks for infants with sustained maternal
suppression, with longer courses used in higher-risk scenarios.[1][2][3][4] Typical
dosing for term infants: ZDV 4 mg/kg orally every 12 hours (if IV needed: 3 mg/
kg every 12 hours); adjust per gestational age.
Multi-drug presumptive therapy is reserved for high-risk exposures (e.g.,
maternal viremia near delivery, no antepartum ART, or drug resistance).[1][2]
Lopinavir-ritonavir is not recommended in neonates due to safety concerns and
age restrictions, particularly in the immediate postnatal period.[1][2][5][6]
Trimethoprim-sulfamethoxazole is not indicated at birth; it is used starting at 4–
6 weeks only for infants with indeterminate or confirmed HIV infection for
Pneumocystis prophylaxis.[1] Penicillin is used for congenital syphilis, not HIV
prophylaxis.[7]";"Term newborn of a mother with well-controlled HIV infection and low viral load; this is a low-risk perinatal HIV exposure scenario, and the appropriate neonatal pharmacotherapy is zidovudine monotherapy."
152;Gilson Inácio da Silva;Equipe 2 - Medicina;152;151;"A 25-year-old woman comes to the office because she has not had a
menstrual period for 6 months. Previously,
menses occurred at regular 28-day intervals. She has not had blurred or
double vision. She has no history of serious
illness and takes no medications. Temperature is 37.0°C (98.6°F), pulse is
72/min, and blood pressure is
108/60 mm Hg. The pupils are equal and reactive to light; extraocular
muscles are intact. Funduscopic examination
shows no abnormalities. Visual field testing shows bitemporal hemianopia.
Milky discharge can be expressed from
the nipples. Pelvic examination shows no abnormalities. Serum studies
show a thyroid-stimulating hormone
concentration of 2.0 ?U/mL and a prolactin concentration of 100 ng/mL. A
urine pregnancy test is negative. MRI of
the pituitary gland shows a 1.2 × 1.5-cm mass compressing the optic
chiasm. Which of the following is the most
appropriate next step in management?";Biopsy of the pituitary gland;Cabergoline therapy;Gamma knife radiation to the pituitary gland;Oral contraceptive therapy;Transsphenoidal pituitary surgery;;;;;B;B;Hard;Endocrinology / Gynecology;Guidance on prolactinoma / hyperprolactinemia;"The most appropriate next step is Cabergoline therapy.
Rationale:
This presentation is classic for a macroprolactinoma (1.2 × 1.5 cm) with
chiasmal compression causing bitemporal hemianopia and
hyperprolactinemia. First-line therapy for prolactinomas, including
macroadenomas with visual field defects, is a dopamine agonist (preferably
cabergoline), which both normalizes prolactin and rapidly shrinks tumor
volume, often reversing visual compromise. According to a review
published in JAMA:[1][2][3][4][5]
""Dopamine agonist therapy is first-line treatment for patients with
prolactinomas and for patients with idiopathic hyperprolactinemia
(hyperprolactinemia without a discernible cause) who are
symptomatic, those with macroadenomas, or those who are
considering pregnancy. Bromocriptine (2.5-10 mg/d orally) and
cabergoline (0.5-2.0 mg/wk orally) are approved by the US Food and
Drug Administration (FDA) for treating hyperprolactinemia and
prolactinomas.""
—Nicholas A. Tritos, MD, DSc1,2 et al., Neuroendocrine Unit,
Massachusetts General Hospital, Boston and other institutions. 
Diagnosis and Management of Pituitary Adenomas: A Review. JAMA.
April 25, 2023.
Used under license from JAMA Network.
Cabergoline typical starting dose: 0.25–0.5 mg twice weekly (0.5–1 mg/
week), titrated to normalize prolactin and reduce tumor size, with close
follow-up of visual fields and MRI to document early decompression. Rapid
• 
• 
visual improvement can occur within days to weeks as the tumor involutes.
[2][3][4]
Surgery is not first-line in the absence of acute, rapidly progressive vision
loss, apoplexy, dopamine-agonist intolerance, or resistance. Gamma knife is
reserved for refractory disease after medical and surgical options. Biopsy is
unnecessary given classic biochemical and radiographic findings. Oral
contraceptives do not treat the underlying adenoma.[1][2][4][6]
Additional note:
Comparative data suggest similar short-term visual outcomes between
initial medical and surgical approaches in macro/giant prolactinomas,
further supporting initial dopamine agonist therapy unless there is urgent
neuro-ophthalmologic deterioration.[7]
Answer: Cabergoline therapy (choice B).";"Young woman with amenorrhea, galactorrhea, hyperprolactinemia, bitemporal hemianopia, and a pituitary macroadenoma compressing the optic chiasm; the most appropriate next step is cabergoline therapy as first-line treatment for macroprolactinoma."
153;Gilson Inácio da Silva;Equipe 2 - Medicina;153;152;"A 2-week-old boy is evaluated in the neonatal intensive care unit because
of temperature instability and decreased
activity. He was born by cesarean delivery at 30 weeks’ gestation because
of premature rupture of membranes. Since birth, he has been fed breast
milk by orogastric tube. He was feeding and growing appropriately until
today, when
his axillary temperature was 36.5°C (97.7°F) and he had decreased activity.
During the past 4 hours, gastric residue
has been noted in the orogastric tube when it is aspirated prior to feedings.
Temperature is now 37.0°C (98.6°F),
pulse is 160/min, respirations are 50/min, and blood pressure is 70/40 mm
Hg. The anterior fontanel is soft.
Cardiopulmonary examination shows no abnormalities. The abdomen is
mildly distended, and there is mild
tenderness to palpation diffusely; there are no masses. Bowel sounds are
decreased. There is a small amount of
blood-streaked stool in the diaper. The remainder of the examination
shows no abnormalities. Leukocyte count is
18,000/mm³ (N=5000–34,000) (80% segmented neutrophils, 5% bands, 10%
lymphocytes, and 5% monocytes), and
platelet count is 100,000/mm³. Blood culture results are pending. Which of
the following is most likely to confirm the diagnosis?";Measurement of prothrombin time and partial thromboplastin time;Measurement of stool reducing substances;Stool culture;Upper gastrointestinal series;X-ray of the abdomen;;;;;E;E;Medium;Neonatology;Guidance on necrotizing enterocolitis;"E) X-ray of the abdomen
Abdominal radiography is the most likely study to confirm necrotizing
enterocolitis (NEC) in this clinical context. Classic radiographic hallmarks include
pneumatosis intestinalis, portal venous gas, and pneumoperitoneum, which are
specific for NEC and establish the diagnosis in a compatible clinical setting. This
patient’s temperature instability, abdominal distension, decreased bowel sounds,
blood-streaked stool, and thrombocytopenia are highly concerning for NEC,
where abdominal X-ray is the diagnostic test of choice due to speed, availability,
and ability to visualize pathognomonic findings.[1]
PT/PTT (A) may identify coagulopathy but does not confirm NEC. 
Stool reducing substances (B) assess carbohydrate malabsorption; not
diagnostic for NEC. 
Stool culture (C) evaluates infectious diarrhea; yield is limited and not
confirmatory for NEC, and culture-independent tests are preferred when
bacterial gastroenteritis is suspected per the Infectious Diseases Society of
America. [2]
Upper GI series (D) is not first-line in suspected NEC given risk of
perforation and limited utility.
In neonates with hematochezia and abdominal distension, NEC is a leading
cause; abdominal X-ray provides specific evidence to confirm the diagnosis and
guide urgent management.[1][2]
• 
• 
• 
•";"Premature neonate with feeding intolerance, abdominal distension, blood-streaked stool, and thrombocytopenia; the presentation is highly suspicious for necrotizing enterocolitis, and abdominal X-ray is the most likely study to confirm the diagnosis."
154;Gilson Inácio da Silva;Equipe 2 - Medicina;154;153;"A 13-month-old boy is brought to a small rural emergency department (ED)
near his family's community because of an erythematous, edematous mass
in his perianal area that is hot to touch. He has no history of serious illness
and receives no medications. Growth and development are appropriate for
age. Vaccinations are up-to-date. He is at the 50th percentile for length
and weight. Temperature is 39.4°C (103.0°F), pulse is 160/min, and
respirations are 36/min. Examination shows fluctuance and exquisite
tenderness to palpation of the perianal mass. Oral acetaminophen and a
dose of oral cephalexin are administered, and the parents are told that
their child’s case is beyond the capabilities of the hospital. They are
referred to the nearest hospital with a pediatric service, a suburban
hospital 50 miles away. The suburban hospital is contacted regarding the
referral and a pediatric surgeon accepts transfer of the patient. When the
patient is brought to the ED of the suburban hospital, a triage nurse
obtains his oral temperature of 37.7°C (99.8°F) and pulse of 126/min. The
nurse notes that the family has no health insurance and states that the case
is beyond the capabilities of the hospital. The nurse recommends taking
the patient to the ED of a downtown university hospital 4 miles away. The
parents follow this recommendation, and the patient undergoes incision
and drainage of the abscess at the downtown hospital later that day. Which
of the following is the most accurate characterization of this patient's
pattern of care?";The patient received appropriate care under the circumstances;The pediatric surgeon at the suburban hospital should have insisted on;The rural hospital should have sent the patient directly to the;The suburban hospital executed unethical but legal conduct in this case;The suburban hospital violated the Emergency Medical Treatment and;;;;;E;E;Hard;Emergency Medicine / Health Ethics;EMTALA;"(E) The suburban hospital violated the Emergency Medical Treatment and
Active Labor Act (EMTALA)
EMTALA imposes a nondiscriminatory duty on Medicare-participating hospitals
with emergency departments to provide an appropriate medical screening
examination (MSE) to anyone who presents for emergency care and to provide
necessary stabilizing treatment or an appropriate transfer if an emergency
medical condition exists, regardless of insurance status.[1][2][3] The American
College of Emergency Physicians emphasizes that the MSE and stabilizing care
must not be delayed or denied based on ability to pay and that on-call specialists
must respond within a reasonable time to provide stabilizing care within the
hospital’s capabilities.[4] Pediatric patients are fully covered by EMTALA; consent
or insurance issues cannot delay the MSE or stabilizing treatment, as noted by
the American College of Emergency Physicians’ guidance on minors.[5][6]
Here, the suburban hospital accepted the transfer for a child with a likely
perianal abscess—an emergent, painful condition that typically requires timely
incision and drainage. Redirecting the family upon arrival based solely on lack of
insurance, without an MSE and stabilizing care, constitutes impermissible
“patient dumping” under EMTALA’s screening and stabilization mandates.[1][2][7]
The literature further underscores that financially motivated redirection or
transfer is the type of conduct EMTALA was enacted to prevent.[8][9][10]";"Infant with an emergency condition was redirected after transfer acceptance because of lack of insurance; this pattern of care is most consistent with an EMTALA violation because emergency screening and stabilizing treatment cannot be denied on financial grounds."
155;Gilson Inácio da Silva;Equipe 2 - Medicina;155;154;"A 25-year-old woman is brought to the emergency department by
paramedics because of a seizure that began 45
minutes ago at home. Intravenous antiepileptic therapy begun en route to
the hospital has not stopped her seizure.
Her parents report that she initially began crying, then fell to the floor and
exhibited asymmetric kicking and
thrashing of all extremities. Fifteen years ago, she was diagnosed with a
seizure disorder. Her seizures had been well
controlled with oral antiepileptic therapy until this morning. Today, while
the physician is in the patient’s room, the
movements of her extremities gradually subside. The patient then sits up
and asks the physician what happened. She
is fully oriented. Vital signs are within normal limits. Examination shows no
evidence of tongue biting, urinary
incontinence, or other abnormalities. Which of the following is most likely
to confirm this patient’s diagnosis?";Interview following amobarbital administration;Measurement of serum antiepileptic concentration;Measurement of serum creatine kinase activity;Neuropsychological testing;Video EEG monitoring;;;;;E;E;Hard;Neurology / Psychiatry;Literature on psychogenic nonepileptic seizures;"The semiology described (prolonged event, ictal crying, asynchronous
thrashing/kicking, preserved orientation, no tongue biting/incontinence, and
refractoriness to AEDs) is most consistent with psychogenic nonepileptic
seizures (PNES). The diagnostic gold standard is capturing a typical event
without ictal epileptiform activity on simultaneous video-EEG. Therefore, the
best confirmatory test is: Video electroencephalogram monitoring.
PNES is suggested by long duration, fluctuating/asynchronous movements,
ictal crying, eye closure, and absence of postictal confusion or injury. [1][2]
[3]
While neuropsychological testing and psychometrics may support the
assessment, they do not confirm PNES and have limited standalone
discriminative power. [4][5]
Postictal labs (CK, prolactin) can be supportive but are neither necessary
nor sufficient to confirm PNES and have limited sensitivity/negative
predictive value. [6][7][8]
Drug levels do not distinguish PNES from epilepsy. 
In refractory or atypical cases, inpatient EMU evaluation with vEEG is
recommended; expert consensus and the National Association of Epilepsy
Centers emphasize vEEG as essential for differentiating epileptic from
nonepileptic events.[9][10][11]";"Prolonged seizure-like episode with ictal crying, asynchronous thrashing, preserved orientation after the event, and no typical postictal findings; the presentation is most consistent with psychogenic nonepileptic seizures, and video EEG monitoring is the best confirmatory test."
156;Gilson Inácio da Silva;Equipe 2 - Medicina;156;155;"A 32-year-old woman comes to the emergency department because of a 1-
day history of sharp, right-sided chest
pain that worsens with coughing and sneezing. Four days ago, she had a
mild sore throat and runny nose followed
by nonproductive cough 1 day later. Over-the-counter decongestant and
aspirin mildly relieved the symptoms. She
has not had shortness of breath, blood-tinged sputum, fever, or chills. She
has a long-standing history of recurrent
aphthous ulcers. Her only medication is an oral contraceptive. Temperature
is 37.2°C (99.0°F), pulse is 65/min, and
respirations are 14/min. Pulse oximetry on room air shows an oxygen
saturation of 99%. Splinting is observed over
the right hemithorax with deep breathing. On cardiac examination, no
abnormalities are heard. The remainder of the
examination shows no abnormalities. Chest x-ray shows no abnormalities.
Which of the following is the most
appropriate next step in management?";Azithromycin therapy;CT angiography;Electrocardiography;Ibuprofen therapy;Prednisone therapy;;;;;D;D;Easy;Internal Medicine / Emergency Medicine;Guidance on pleuritic chest pain / viral pleurisy;"Ibuprofen therapy
The presentation (young woman with viral prodrome, sharp pleuritic right-sided
chest pain, normal vitals and oxygenation, normal chest radiograph, and chest
wall splinting) is most consistent with viral pleurisy/nonspecific pleuritic chest
pain. For uncomplicated, low-risk pleuritic chest pain after a viral URI, first-line
management is NSAIDs for analgesia and anti-inflammatory effect; further
testing is not indicated when serious causes have been reasonably excluded
clinically and by chest radiography.[1][2][3][4] The American College of
Cardiology/American Heart Association multisociety chest pain guideline
emphasizes prioritizing exclusion of life-threatening causes; in a low-risk patient
without red flags, additional testing (ECG, CTA, echocardiography) is not
routinely required.[2][3] Pericarditis is unlikely given absence of positional
component, friction rub, ECG changes, or effusion; if suspected, NSAIDs are also
first-line.[5]
Reason against azithromycin: no evidence of bacterial pneumonia (afebrile,
normal CXR), and antibiotics are not indicated for acute bronchitis/viral
pleurisy in this setting.[1][6][7]
Reason against prednisone: no indication; short courses carry measurable
risks (e.g., VTE), particularly relevant in an oral contraceptive user.[8]
Reason against CTA/ECG/echo: no features suggesting PE, ACS, or
structural cardiac disease; PE pretest probability is low despite OCP use,
and oxygenation/exam are normal.[1][2][3][4]
Typical NSAID dosing for pleuritic pain: ibuprofen 400–600 mg orally every 6–8
hours as needed, for several days with gastroprotection as appropriate.[1][5]
Reassess if red flags develop (dyspnea, hypoxemia, fever, hemoptysis, syncope,
calf pain/swelling) or pain persists/worsens.
• 
• 
•";"Young woman with pleuritic chest pain after a viral prodrome, normal oxygenation, and normal chest x-ray; the presentation is most consistent with uncomplicated viral pleurisy, and ibuprofen is the most appropriate next step in management.
"
